   t         Omega F_0 0       Omega F_0 0.5       Omega F_0 1.2
 61.62  -0.17823156361E-08  -0.55182355079E+00  -0.42859718307E+00
 61.65   0.38243807788E-08  -0.55660371017E+00  -0.45586627261E+00
 61.68   0.93435348049E-08  -0.56112334352E+00  -0.48318068271E+00
 61.71   0.14771492339E-07  -0.56537835884E+00  -0.51051645704E+00
 61.74   0.20104736167E-07  -0.56936491967E+00  -0.53784890676E+00
 61.77   0.25339887076E-07  -0.57307945634E+00  -0.56515260885E+00
 61.80   0.30473704822E-07  -0.57651867640E+00  -0.59240140982E+00
 61.83   0.35503088968E-07  -0.57967957434E+00  -0.61956843525E+00
 61.86   0.40425079571E-07  -0.58255944035E+00  -0.64662610570E+00
 61.89   0.45236857744E-07  -0.58515586822E+00  -0.67354615926E+00
 61.92   0.49935746072E-07  -0.58746676228E+00  -0.70029968125E+00
 61.95   0.54519208904E-07  -0.58949034335E+00  -0.72685714129E+00
 61.98   0.58984852505E-07  -0.59122515359E+00  -0.75318843813E+00
 62.01   0.63330425085E-07  -0.59267006033E+00  -0.77926295253E+00
 62.04   0.67553816694E-07  -0.59382425885E+00  -0.80504960820E+00
 62.07   0.71653058994E-07  -0.59468727395E+00  -0.83051694119E+00
 62.10   0.75626324906E-07  -0.59525896051E+00  -0.85563317750E+00
 62.13   0.79471928137E-07  -0.59553950281E+00  -0.88036631913E+00
 62.16   0.83188322584E-07  -0.59552941284E+00  -0.90468423814E+00
 62.19   0.86774101624E-07  -0.59522952742E+00  -0.92855477883E+00
 62.22   0.90227997287E-07  -0.59464100424E+00  -0.95194586731E+00
 62.25   0.93548879318E-07  -0.59376531684E+00  -0.97482562834E+00
 62.28   0.96735754126E-07  -0.59260424855E+00  -0.99716250858E+00
 62.31   0.99787763634E-07  -0.59115988535E+00  -0.10189254058E+01
 62.34   0.10270418401E-06  -0.58943460784E+00  -0.10400838028E+01
 62.37   0.10548442432E-06  -0.58743108224E+00  -0.10606079059E+01
 62.40   0.10812802504E-06  -0.58515225048E+00  -0.10804687861E+01
 62.43   0.11063465653E-06  -0.58260131956E+00  -0.10996385218E+01
 62.46   0.11300411735E-06  -0.57978175006E+00  -0.11180903430E+01
 62.49   0.11523633256E-06  -0.57669724398E+00  -0.11357987739E+01
 62.52   0.11733135183E-06  -0.57335173194E+00  -0.11527397738E+01
 62.55   0.11928934761E-06  -0.56974935986E+00  -0.11688908745E+01
 62.58   0.12111061303E-06  -0.56589447505E+00  -0.11842313128E+01
 62.61   0.12279555992E-06  -0.56179161201E+00  -0.11987421555E+01
 62.64   0.12434471660E-06  -0.55744547775E+00  -0.12124064182E+01
 62.67   0.12575872569E-06  -0.55286093694E+00  -0.12252091731E+01
 62.70   0.12703834179E-06  -0.54804299679E+00  -0.12371376470E+01
 62.73   0.12818442914E-06  -0.54299679186E+00  -0.12481813075E+01
 62.76   0.12919795919E-06  -0.53772756877E+00  -0.12583319348E+01
 62.79   0.13008000813E-06  -0.53224067098E+00  -0.12675836813E+01
 62.82   0.13083175433E-06  -0.52654152357E+00  -0.12759331147E+01
 62.85   0.13145447575E-06  -0.52063561828E+00  -0.12833792464E+01
 62.88   0.13194954733E-06  -0.51452849870E+00  -0.12899235434E+01
 62.91   0.13231843824E-06  -0.50822574571E+00  -0.12955699237E+01
 62.94   0.13256270919E-06  -0.50173296338E+00  -0.13003247358E+01
 62.97   0.13268400964E-06  -0.49505576505E+00  -0.13041967211E+01
 63.00   0.13268407497E-06  -0.48819976010E+00  -0.13071969611E+01
 63.03   0.13256472366E-06  -0.48117054096E+00  -0.13093388086E+01
 63.06   0.13232785436E-06  -0.47397367083E+00  -0.13106378040E+01
 63.09   0.13197544303E-06  -0.46661467183E+00  -0.13111115785E+01
 63.12   0.13150953998E-06  -0.45909901385E+00  -0.13107797438E+01
 63.15   0.13093226689E-06  -0.45143210395E+00  -0.13096637703E+01
 63.18   0.13024581385E-06  -0.44361927644E+00  -0.13077868557E+01
 63.21   0.12945243637E-06  -0.43566578364E+00  -0.13051737835E+01
 63.24   0.12855445237E-06  -0.42757678727E+00  -0.13018507756E+01
 63.27   0.12755423912E-06  -0.41935735064E+00  -0.12978453380E+01
 63.30   0.12645423025E-06  -0.41101243145E+00  -0.12931861025E+01
 63.33   0.12525691270E-06  -0.40254687533E+00  -0.12879026660E+01
 63.36   0.12396482370E-06  -0.39396541017E+00  -0.12820254280E+01
 63.39   0.12258054770E-06  -0.38527264103E+00  -0.12755854290E+01
 63.42   0.12110671334E-06  -0.37647304588E+00  -0.12686141899E+01
 63.45   0.11954599045E-06  -0.36757097198E+00  -0.12611435549E+01
 63.48   0.11790108701E-06  -0.35857063296E+00  -0.12532055382E+01
 63.51   0.11617474615E-06  -0.34947610661E+00  -0.12448321763E+01
 63.54   0.11436974313E-06  -0.34029133329E+00  -0.12360553864E+01
 63.57   0.11248888239E-06  -0.33102011500E+00  -0.12269068318E+01
 63.60   0.11053499456E-06  -0.32166611516E+00  -0.12174177952E+01
 63.63   0.10851093355E-06  -0.31223285884E+00  -0.12076190607E+01
 63.66   0.10641957362E-06  -0.30272373374E+00  -0.11975408045E+01
 63.69   0.10426380648E-06  -0.29314199166E+00  -0.11872124944E+01
 63.72   0.10204653841E-06  -0.28349075051E+00  -0.11766627994E+01
 63.75   0.99770687482E-07  -0.27377299685E+00  -0.11659195087E+01
 63.78   0.97439180698E-07  -0.26399158898E+00  -0.11550094599E+01
 63.81   0.95054951253E-07  -0.25414926037E+00  -0.11439584766E+01
 63.84   0.92620935794E-07  -0.24424862368E+00  -0.11327913160E+01
 63.87   0.90140071724E-07  -0.23429217513E+00  -0.11215316246E+01
 63.90   0.87615294551E-07  -0.22428229924E+00  -0.11102019026E+01
 63.93   0.85049535270E-07  -0.21422127396E+00  -0.10988234776E+01
 63.96   0.82445717796E-07  -0.20411127620E+00  -0.10874164847E+01
 63.99   0.79806756439E-07  -0.19395438756E+00  -0.10759998547E+01
 64.02   0.77135553421E-07  -0.18375260046E+00  -0.10645913094E+01
 64.05   0.74434996451E-07  -0.17350782449E+00  -0.10532073627E+01
 64.08   0.71707956338E-07  -0.16322189296E+00  -0.10418633276E+01
 64.11   0.68957284666E-07  -0.15289656977E+00  -0.10305733291E+01
 64.14   0.66185811514E-07  -0.14253355637E+00  -0.10193503209E+01
 64.17   0.63396343228E-07  -0.13213449897E+00  -0.10082061073E+01
 64.20   0.60591660257E-07  -0.12170099587E+00  -0.99715136806E+00
 64.23   0.57774515037E-07  -0.11123460489E+00  -0.98619568731E+00
 64.26   0.54947629931E-07  -0.10073685093E+00  -0.97534758456E+00
 64.29   0.52113695235E-07  -0.90209233651E-01  -0.96461454853E+00
 64.32   0.49275367234E-07  -0.79653235153E-01  -0.95400307274E+00
 64.35   0.46435266323E-07  -0.69070327727E-01  -0.94351869272E+00
 64.38   0.43595975185E-07  -0.58461981639E-01  -0.93316602443E+00
 64.41   0.40760037037E-07  -0.47829672901E-01  -0.92294880353E+00
 64.44   0.37929953928E-07  -0.37174891035E-01  -0.91286992518E+00
 64.47   0.35108185106E-07  -0.26499146799E-01  -0.90293148423E+00
 64.50   0.32297145451E-07  -0.15803979859E-01  -0.89313481531E+00
 64.53   0.29499203959E-07  -0.50909663916E-02  -0.88348053283E+00
 64.56   0.26716682306E-07   0.56382734120E-02  -0.87396857053E+00
 64.59   0.23951853464E-07   0.16382067942E-01  -0.86459822056E+00
 64.62   0.21206940387E-07   0.27138686898E-01  -0.85536817171E+00
 64.65   0.18484114759E-07   0.37906334168E-01  -0.84627654690E+00
 64.68   0.15785495813E-07   0.48683140862E-01  -0.83732093969E+00
 64.71   0.13113149204E-07   0.59467158536E-01  -0.82849844972E+00
 64.74   0.10469085960E-07   0.70256352617E-01  -0.81980571710E+00
 64.77   0.78552614876E-08   0.81048596044E-01  -0.81123895549E+00
 64.80   0.52735746469E-08   0.91841663152E-01  -0.80279398414E+00
 64.83   0.27258668916E-08   0.10263322381E+00  -0.79446625853E+00
 64.86   0.21392147242E-09   0.11342083785E+00  -0.78625089982E+00
 64.89  -0.22605372948E-08   0.12420194976E+00  -0.77814272302E+00
 64.92  -0.46958446969E-08   0.13497388373E+00  -0.77013626383E+00
 64.95  -0.70903962278E-08   0.14573383900E+00  -0.76222580431E+00
 64.98  -0.94426481291E-08   0.15647888561E+00  -0.75440539727E+00
 65.01  -0.11751117869E-07   0.16720596046E+00  -0.74666888935E+00
 65.04  -0.14014384556E-07   0.17791186381E+00  -0.73900994306E+00
 65.07  -0.16231089297E-07   0.18859325620E+00  -0.73142205755E+00
 65.10  -0.18399935486E-07   0.19924665574E+00  -0.72389858833E+00
 65.13  -0.20519689041E-07   0.20986843596E+00  -0.71643276583E+00
 65.16  -0.22589178572E-07   0.22045482403E+00  -0.70901771301E+00
 65.19  -0.24607295500E-07   0.23100189953E+00  -0.70164646190E+00
 65.22  -0.26572994107E-07   0.24150559372E+00  -0.69431196928E+00
 65.25  -0.28485291541E-07   0.25196168930E+00  -0.68700713135E+00
 65.28  -0.30343267751E-07   0.26236582081E+00  -0.67972479766E+00
 65.31  -0.32146065377E-07   0.27271347549E+00  -0.67245778414E+00
 65.34  -0.33892889579E-07   0.28299999477E+00  -0.66519888543E+00
 65.37  -0.35583007818E-07   0.29322057636E+00  -0.65794088647E+00
 65.40  -0.37215749577E-07   0.30337027691E+00  -0.65067657341E+00
 65.43  -0.38790506034E-07   0.31344401532E+00  -0.64339874394E+00
 65.46  -0.40306729689E-07   0.32343657668E+00  -0.63610021697E+00
 65.49  -0.41763933932E-07   0.33334261684E+00  -0.62877384179E+00
 65.52  -0.43161692572E-07   0.34315666757E+00  -0.62141250677E+00
 65.55  -0.44499639308E-07   0.35287314250E+00  -0.61400914753E+00
 65.58  -0.45777467168E-07   0.36248634357E+00  -0.60655675467E+00
 65.61  -0.46994927890E-07   0.37199046819E+00  -0.59904838114E+00
 65.64  -0.48151831265E-07   0.38137961708E+00  -0.59147714921E+00
 65.67  -0.49248044442E-07   0.39064780269E+00  -0.58383625711E+00
 65.70  -0.50283491181E-07   0.39978895827E+00  -0.57611898530E+00
 65.73  -0.51258151078E-07   0.40879694759E+00  -0.56831870250E+00
 65.76  -0.52172058739E-07   0.41766557519E+00  -0.56042887141E+00
 65.79  -0.53025302933E-07   0.42638859730E+00  -0.55244305414E+00
 65.82  -0.53818025691E-07   0.43495973328E+00  -0.54435491748E+00
 65.85  -0.54550421385E-07   0.44337267753E+00  -0.53615823785E+00
 65.88  -0.55222735765E-07   0.45162111205E+00  -0.52784690603E+00
 65.91  -0.55835264966E-07   0.45969871931E+00  -0.51941493176E+00
 65.94  -0.56388354491E-07   0.46759919565E+00  -0.51085644804E+00
 65.97  -0.56882398154E-07   0.47531626504E+00  -0.50216571526E+00
 66.00  -0.57317837003E-07   0.48284369317E+00  -0.49333712512E+00
 66.03  -0.57695158217E-07   0.49017530186E+00  -0.48436520437E+00
 66.06  -0.58014893970E-07   0.49730498371E+00  -0.47524461831E+00
 66.09  -0.58277620282E-07   0.50422671686E+00  -0.46597017410E+00
 66.12  -0.58483955841E-07   0.51093458004E+00  -0.45653682383E+00
 66.15  -0.58634560807E-07   0.51742276751E+00  -0.44693966742E+00
 66.18  -0.58730135593E-07   0.52368560411E+00  -0.43717395519E+00
 66.21  -0.58771419635E-07   0.52971756023E+00  -0.42723509031E+00
 66.24  -0.58759190140E-07   0.53551326658E+00  -0.41711863088E+00
 66.27  -0.58694260815E-07   0.54106752892E+00  -0.40682029179E+00
 66.30  -0.58577480596E-07   0.54637534229E+00  -0.39633594633E+00
 66.33  -0.58409732347E-07   0.55143190513E+00  -0.38566162743E+00
 66.36  -0.58191931563E-07   0.55623263283E+00  -0.37479352864E+00
 66.39  -0.57925025053E-07   0.56077317087E+00  -0.36372800478E+00
 66.42  -0.57609989617E-07   0.56504940739E+00  -0.35246157216E+00
 66.45  -0.57247830722E-07   0.56905748518E+00  -0.34099090858E+00
 66.48  -0.56839581164E-07   0.57279381290E+00  -0.32931285283E+00
 66.51  -0.56386299725E-07   0.57625507567E+00  -0.31742440386E+00
 66.54  -0.55889069838E-07   0.57943824479E+00  -0.30532271947E+00
 66.57  -0.55348998237E-07   0.58234058659E+00  -0.29300511468E+00
 66.60  -0.54767213611E-07   0.58495967042E+00  -0.28046905955E+00
 66.63  -0.54144865263E-07   0.58729337565E+00  -0.26771217658E+00
 66.66  -0.53483121761E-07   0.58933989769E+00  -0.25473223768E+00
 66.69  -0.52783169602E-07   0.59109775295E+00  -0.24152716060E+00
 66.72  -0.52046211872E-07   0.59256578276E+00  -0.22809500490E+00
 66.75  -0.51273466918E-07   0.59374315620E+00  -0.21443396741E+00
 66.78  -0.50466167018E-07   0.59462937181E+00  -0.20054237718E+00
 66.81  -0.49625557066E-07   0.59522425817E+00  -0.18641868993E+00
 66.84  -0.48752893263E-07   0.59552797338E+00  -0.17206148196E+00
 66.87  -0.47849441812E-07   0.59554100342E+00  -0.15746944356E+00
 66.90  -0.46916477635E-07   0.59526415938E+00  -0.14264137192E+00
 66.93  -0.45955283091E-07   0.59469857356E+00  -0.12757616350E+00
 66.96  -0.44967146711E-07   0.59384569458E+00  -0.11227280589E+00
 66.99  -0.43953361944E-07   0.59270728131E+00  -0.96730369249E-01
 67.02  -0.42915225923E-07   0.59128539593E+00  -0.80947997163E-01
 67.05  -0.41854038239E-07   0.58958239591E+00  -0.64924897116E-01
 67.08  -0.40771099735E-07   0.58760092504E+00  -0.48660330486E-01
 67.11  -0.39667711320E-07   0.58534390372E+00  -0.32153602135E-01
 67.14  -0.38545172791E-07   0.58281451823E+00  -0.15404049596E-01
 67.17  -0.37404781684E-07   0.58001620940E+00   0.15889680836E-02
 67.20  -0.36247832140E-07   0.57695266046E+00   0.18826081832E-01
 67.23  -0.35075613790E-07   0.57362778432E+00   0.36307924321E-01
 67.26  -0.33889410663E-07   0.57004571024E+00   0.54035141971E-01
 67.29  -0.32690500114E-07   0.56621077004E+00   0.72008407142E-01
 67.32  -0.31480151772E-07   0.56212748383E+00   0.90228430459E-01
 67.35  -0.30259626519E-07   0.55780054544E+00   0.10869597320E+00
 67.38  -0.29030175482E-07   0.55323480752E+00   0.12741185970E+00
 67.41  -0.27793039051E-07   0.54843526651E+00   0.14637698968E+00
 67.44  -0.26549445932E-07   0.54340704739E+00   0.16559235041E+00
 67.47  -0.25300612209E-07   0.53815538841E+00   0.18505902868E+00
 67.50  -0.24047740440E-07   0.53268562587E+00   0.20477822242E+00
 67.53  -0.22792018782E-07   0.52700317893E+00   0.22475125188E+00
 67.56  -0.21534620131E-07   0.52111353457E+00   0.24497957031E+00
 67.59  -0.20276701302E-07   0.51502223277E+00   0.26546477396E+00
 67.62  -0.19019402224E-07   0.50873485199E+00   0.28620861135E+00
 67.65  -0.17763845171E-07   0.50225699495E+00   0.30721299156E+00
 67.68  -0.16511134012E-07   0.49559427479E+00   0.32847999151E+00
 67.71  -0.15262353501E-07   0.48875230164E+00   0.35001186207E+00
 67.74  -0.14018568579E-07   0.48173666978E+00   0.37181103269E+00
 67.77  -0.12780823719E-07   0.47455294516E+00   0.39388011459E+00
 67.80  -0.11550142290E-07   0.46720665361E+00   0.41622190214E+00
 67.83  -0.10327525955E-07   0.45970326958E+00   0.43883937231E+00
 67.86  -0.91139540921E-08   0.45204820550E+00   0.46173568195E+00
 67.89  -0.79103832480E-08   0.44424680184E+00   0.48491416272E+00
 67.92  -0.67177466216E-08   0.43630431776E+00   0.50837831334E+00
 67.95  -0.55369535727E-08   0.42822592251E+00   0.53213178893E+00
 67.98  -0.43688891613E-08   0.42001668752E+00   0.55617838723E+00
 68.01  -0.32144137158E-08   0.41168157912E+00   0.58052203133E+00
 68.04  -0.20743624296E-08   0.40322545212E+00   0.60516674859E+00
 68.07  -0.94954498658E-09   0.39465304397E+00   0.63011664553E+00
 68.10   0.15925478531E-09   0.38596896968E+00   0.65537587822E+00
 68.13   0.12512792313E-08   0.37717771750E+00   0.68094861793E+00
 68.16   0.23257971593E-08   0.36828364520E+00   0.70683901155E+00
 68.19   0.33821041009E-08   0.35929097716E+00   0.73305113656E+00
 68.22   0.44195225448E-08   0.35020380205E+00   0.75958894999E+00
 68.25   0.54374021416E-08   0.34102607122E+00   0.78645623104E+00
 68.28   0.64351198826E-08   0.33176159773E+00   0.81365651698E+00
 68.31   0.74120802496E-08   0.32241405600E+00   0.84119303188E+00
 68.34   0.83677153389E-08   0.31298698212E+00   0.86906860779E+00
 68.37   0.93014849580E-08   0.30348377468E+00   0.89728559788E+00
 68.40   0.10212876696E-07   0.29390769624E+00   0.92584578135E+00
 68.43   0.11101405970E-07   0.28426187527E+00   0.95475025951E+00
 68.46   0.11966616038E-07   0.27454930872E+00   0.98399934290E+00
 68.49   0.12808078002E-07   0.26477286496E+00   0.10135924291E+01
 68.52   0.13625390765E-07   0.25493528726E+00   0.10435278708E+01
 68.55   0.14418180986E-07   0.24503919778E+00   0.10738028348E+01
 68.58   0.15186102990E-07   0.23508710181E+00   0.11044131503E+01
 68.61   0.15928838672E-07   0.22508139259E+00   0.11353531481E+01
 68.64   0.16646097363E-07   0.21502435638E+00   0.11666154907E+01
 68.67   0.17337615687E-07   0.20491817791E+00   0.11981909920E+01
 68.70   0.18003157382E-07   0.19476494616E+00   0.12300684294E+01
 68.73   0.18642513109E-07   0.18456666044E+00   0.12622343478E+01
 68.76   0.19255500239E-07   0.17432523667E+00   0.12946728555E+01
 68.79   0.19841962611E-07   0.16404251400E+00   0.13273654163E+01
 68.82   0.20401770282E-07   0.15372026161E+00   0.13602906350E+01
 68.85   0.20934819245E-07   0.14336018566E+00   0.13934240422E+01
 68.88   0.21441031135E-07   0.13296393650E+00   0.14267378779E+01
 68.91   0.21920352919E-07   0.12253311597E+00   0.14602008773E+01
 68.94   0.22372756559E-07   0.11206928482E+00   0.14937780620E+01
 68.97   0.22798238664E-07   0.10157397032E+00   0.15274305395E+01
 69.00   0.23196820122E-07   0.91048673854E-01   0.15611153148E+01
 69.03   0.23568545720E-07   0.80494878628E-01   0.15947851184E+01
 69.06   0.23913483743E-07   0.69914057436E-01   0.16283882553E+01
 69.09   0.24231725560E-07   0.59307680418E-01   0.16618684793E+01
 69.12   0.24523385197E-07   0.48677222847E-01   0.16951648993E+01
 69.15   0.24788598892E-07   0.38024172884E-01   0.17282119207E+01
 69.18   0.25027524644E-07   0.27350039316E-01   0.17609392304E+01
 69.21   0.25240341736E-07   0.16656359227E-01   0.17932718287E+01
 69.24   0.25427250265E-07   0.59447056081E-02   0.18251301153E+01
 69.27   0.25588470641E-07  -0.47833051247E-02   0.18564300341E+01
 69.30   0.25724243087E-07  -0.15526005725E-01   0.18870832821E+01
 69.33   0.25834827128E-07  -0.26281670829E-01   0.19169975873E+01
 69.36   0.25920501064E-07  -0.37048509823E-01   0.19460770582E+01
 69.39   0.25981561440E-07  -0.47824659863E-01   0.19742226086E+01
 69.42   0.26018322505E-07  -0.58608179084E-01   0.20013324592E+01
 69.45   0.26031115664E-07  -0.69397040007E-01   0.20273027149E+01
 69.48   0.26020288921E-07  -0.80189123164E-01   0.20520280176E+01
 69.51   0.25986206320E-07  -0.90982210960E-01   0.20754022695E+01
 69.54   0.25929247372E-07  -0.10177398179E+00   0.20973194232E+01
 69.57   0.25849806485E-07  -0.11256200445E+00   0.21176743294E+01
 69.60   0.25748292386E-07  -0.12334373280E+00   0.21363636344E+01
 69.63   0.25625127535E-07  -0.13411650077E+00   0.21532867139E+01
 69.66   0.25480747542E-07  -0.14487751774E+00   0.21683466316E+01
 69.69   0.25315600576E-07  -0.15562386416E+00   0.21814511067E+01
 69.72   0.25130146775E-07  -0.16635248767E+00   0.21925134728E+01
 69.75   0.24924857648E-07  -0.17706019954E+00   0.22014536134E+01
 69.78   0.24700215486E-07  -0.18774367153E+00   0.22081988532E+01
 69.81   0.24456712763E-07  -0.19839943320E+00   0.22126847890E+01
 69.84   0.24194851539E-07  -0.20902386963E+00   0.22148560422E+01
 69.87   0.23915142867E-07  -0.21961321973E+00   0.22146669166E+01
 69.90   0.23618106196E-07  -0.23016357484E+00   0.22120819466E+01
 69.93   0.23304268780E-07  -0.24067087805E+00   0.22070763232E+01
 69.96   0.22974165083E-07  -0.25113092390E+00   0.21996361881E+01
 69.99   0.22628336194E-07  -0.26153935869E+00   0.21897587886E+01
 70.02   0.22267329234E-07  -0.27189168134E+00   0.21774524896E+01
 70.05   0.21891696784E-07  -0.28218324484E+00   0.21627366419E+01
 70.08   0.21501996292E-07  -0.29240925824E+00   0.21456413110E+01
 70.11   0.21098789512E-07  -0.30256478930E+00   0.21262068706E+01
 70.14   0.20682641922E-07  -0.31264476778E+00   0.21044834725E+01
 70.17   0.20254122169E-07  -0.32264398925E+00   0.20805304031E+01
 70.20   0.19813801502E-07  -0.33255711966E+00   0.20544153416E+01
 70.23   0.19362253223E-07  -0.34237870048E+00   0.20262135365E+01
 70.26   0.18900052141E-07  -0.35210315449E+00   0.19960069161E+01
 70.29   0.18427774029E-07  -0.36172479228E+00   0.19638831529E+01
 70.32   0.17945995091E-07  -0.37123781931E+00   0.19299346995E+01
 70.35   0.17455291442E-07  -0.38063634369E+00   0.18942578122E+01
 70.38   0.16956238585E-07  -0.38991438459E+00   0.18569515819E+01
 70.41   0.16449410906E-07  -0.39906588120E+00   0.18181169852E+01
