   t         Theta F_0 0       Theta F_0 0.5       Theta F_0 1.2
 81.36   0.62831853059E+01   0.60749351124E+01   0.85121429084E+00
 81.39   0.62831853059E+01   0.60578073724E+01   0.85319581348E+00
 81.42   0.62831853059E+01   0.60407928805E+01   0.85364205747E+00
 81.45   0.62831853059E+01   0.60238991199E+01   0.85256207446E+00
 81.48   0.62831853059E+01   0.60071334344E+01   0.84996602008E+00
 81.51   0.62831853059E+01   0.59905030231E+01   0.84586514002E+00
 81.54   0.62831853060E+01   0.59740149363E+01   0.84027176017E+00
 81.57   0.62831853060E+01   0.59576760713E+01   0.83319928050E+00
 81.60   0.62831853060E+01   0.59414931693E+01   0.82466217256E+00
 81.63   0.62831853060E+01   0.59254728117E+01   0.81467598001E+00
 81.66   0.62831853060E+01   0.59096214182E+01   0.80325732217E+00
 81.69   0.62831853061E+01   0.58939452442E+01   0.79042389984E+00
 81.72   0.62831853061E+01   0.58784503792E+01   0.77619450329E+00
 81.75   0.62831853061E+01   0.58631427456E+01   0.76058902173E+00
 81.78   0.62831853061E+01   0.58480280980E+01   0.74362845387E+00
 81.81   0.62831853062E+01   0.58331120225E+01   0.72533491911E+00
 81.84   0.62831853062E+01   0.58183999368E+01   0.70573166869E+00
 81.87   0.62831853062E+01   0.58038970907E+01   0.68484309637E+00
 81.90   0.62831853062E+01   0.57896085668E+01   0.66269474808E+00
 81.93   0.62831853063E+01   0.57755392816E+01   0.63931332979E+00
 81.96   0.62831853063E+01   0.57616939870E+01   0.61472671334E+00
 81.99   0.62831853063E+01   0.57480772719E+01   0.58896393931E+00
 82.02   0.62831853063E+01   0.57346935646E+01   0.56205521663E+00
 82.05   0.62831853064E+01   0.57215471349E+01   0.53403191824E+00
 82.08   0.62831853064E+01   0.57086420971E+01   0.50492657233E+00
 82.11   0.62831853064E+01   0.56959824123E+01   0.47477284867E+00
 82.14   0.62831853065E+01   0.56835718920E+01   0.44360553954E+00
 82.17   0.62831853065E+01   0.56714142013E+01   0.41146053491E+00
 82.20   0.62831853065E+01   0.56595128622E+01   0.37837479145E+00
 82.23   0.62831853065E+01   0.56478712575E+01   0.34438629521E+00
 82.26   0.62831853066E+01   0.56364926343E+01   0.30953401761E+00
 82.29   0.62831853066E+01   0.56253801081E+01   0.27385786473E+00
 82.32   0.62831853066E+01   0.56145366667E+01   0.23739861979E+00
 82.35   0.62831853067E+01   0.56039651741E+01   0.20019787890E+00
 82.38   0.62831853067E+01   0.55936683750E+01   0.16229798020E+00
 82.41   0.62831853067E+01   0.55836488987E+01   0.12374192661E+00
 82.44   0.62831853068E+01   0.55739092632E+01   0.84573302549E-01
 82.47   0.62831853068E+01   0.55644518793E+01   0.44836185030E-01
 82.50   0.62831853068E+01   0.55552790551E+01   0.45750496379E-02
 82.53   0.62831853068E+01   0.55463929997E+01   0.62470199792E+01
 82.56   0.62831853069E+01   0.55377958274E+01   0.62058453326E+01
 82.59   0.62831853069E+01   0.55294895618E+01   0.61642814827E+01
 82.62   0.62831853069E+01   0.55214761393E+01   0.61223734794E+01
 82.65   0.62831853070E+01   0.55137574133E+01   0.60801662481E+01
 82.68   0.62831853070E+01   0.55063351577E+01   0.60377044797E+01
 82.71   0.62831853070E+01   0.54992110702E+01   0.59950325216E+01
 82.74   0.62831853070E+01   0.54923867761E+01   0.59521942692E+01
 82.77   0.62831853071E+01   0.54858638314E+01   0.59092330601E+01
 82.80   0.62831853071E+01   0.54796437256E+01   0.58661915716E+01
 82.83   0.62831853071E+01   0.54737278851E+01   0.58231117215E+01
 82.86   0.62831853072E+01   0.54681176757E+01   0.57800345740E+01
 82.89   0.62831853072E+01   0.54628144049E+01   0.57370002508E+01
 82.92   0.25650592761E-10   0.54578193248E+01   0.56940478487E+01
 82.95   0.51400661505E-10   0.54531336336E+01   0.56512153636E+01
 82.98   0.76695982898E-10   0.54487584782E+01   0.56085396215E+01
 83.01   0.10159340036E-09   0.54446949555E+01   0.55660562177E+01
 83.04   0.12597922705E-09   0.54409441139E+01   0.55237994633E+01
 83.07   0.14985346297E-09   0.54375069549E+01   0.54818023404E+01
 83.10   0.17327295154E-09   0.54343844339E+01   0.54400964649E+01
 83.13   0.19623769276E-09   0.54315774609E+01   0.53987120582E+01
 83.16   0.21863399979E-09   0.54290869016E+01   0.53576779269E+01
 83.19   0.24046187264E-09   0.54269135772E+01   0.53170214502E+01
 83.22   0.26177815471E-09   0.54250582651E+01   0.52767685757E+01
 83.25   0.28252600259E-09   0.54235216981E+01   0.52369438225E+01
 83.28   0.30276225971E-09   0.54223045648E+01   0.51975702915E+01
 83.31   0.32237323921E-09   0.54214075086E+01   0.51586696826E+01
 83.34   0.34141578453E-09   0.54208311269E+01   0.51202623177E+01
 83.37   0.35983305224E-09   0.54205759704E+01   0.50823671708E+01
 83.40   0.37768188577E-09   0.54206425415E+01   0.50450019017E+01
 83.43   0.39490544168E-09   0.54210312930E+01   0.50081828962E+01
 83.46   0.41156056341E-09   0.54217426263E+01   0.49719253095E+01
 83.49   0.42753356411E-09   0.54227768897E+01   0.49362431136E+01
 83.52   0.44293813062E-09   0.54241343761E+01   0.49011491481E+01
 83.55   0.45766057610E-09   0.54258153207E+01   0.48666551735E+01
 83.58   0.47175774398E-09   0.54278198985E+01   0.48327719264E+01
 83.61   0.48528647767E-09   0.54301482216E+01   0.47995091771E+01
 83.64   0.49807624691E-09   0.54328003364E+01   0.47668757876E+01
 83.67   0.51029758197E-09   0.54357762203E+01   0.47348797708E+01
 83.70   0.52183679600E-09   0.54390757785E+01   0.47035283502E+01
 83.73   0.53275073242E-09   0.54426988409E+01   0.46728280192E+01
 83.76   0.54303939123E-09   0.54466451579E+01   0.46427846003E+01
 83.79   0.55264592902E-09   0.54509143975E+01   0.46134033035E+01
 83.82   0.56162718920E-09   0.54555061408E+01   0.45846887841E+01
 83.85   0.56998317177E-09   0.54604198784E+01   0.45566451988E+01
 83.88   0.57771387674E-09   0.54656550061E+01   0.45292762610E+01
 83.91   0.58476246068E-09   0.54712108210E+01   0.45025852937E+01
 83.94   0.59118576701E-09   0.54770865171E+01   0.44765752817E+01
 83.97   0.59704063915E-09   0.54832811808E+01   0.44512489213E+01
 84.00   0.60221339027E-09   0.54897937870E+01   0.44266086678E+01
 84.03   0.60676086377E-09   0.54966231942E+01   0.44026567818E+01
 84.06   0.61073990310E-09   0.55037681404E+01   0.43793953725E+01
 84.09   0.61409366481E-09   0.55112272383E+01   0.43568264397E+01
 84.12   0.61682214891E-09   0.55189989713E+01   0.43349519126E+01
 84.15   0.61898219883E-09   0.55270816886E+01   0.43137736876E+01
 84.18   0.62051697114E-09   0.55354736012E+01   0.42932936632E+01
 84.21   0.62148330926E-09   0.55441727773E+01   0.42735137727E+01
 84.24   0.62188121319E-09   0.55531771381E+01   0.42544360154E+01
 84.27   0.62171068294E-09   0.55624844537E+01   0.42360624851E+01
 84.30   0.62097171849E-09   0.55720923392E+01   0.42183953967E+01
 84.33   0.61972116328E-09   0.55819982504E+01   0.42014371114E+01
 84.36   0.61790217387E-09   0.55921994802E+01   0.41851901591E+01
 84.39   0.61557159370E-09   0.56026931551E+01   0.41696572594E+01
 84.42   0.61272942276E-09   0.56134762317E+01   0.41548413411E+01
 84.45   0.60931881762E-09   0.56245454934E+01   0.41407455594E+01
 84.48   0.60545346514E-09   0.56358975478E+01   0.41273733115E+01
 84.51   0.60113336531E-09   0.56475288233E+01   0.41147282511E+01
 84.54   0.59630167470E-09   0.56594355672E+01   0.41028143009E+01
 84.57   0.59101523675E-09   0.56716138435E+01   0.40916356637E+01
 84.60   0.58527405145E-09   0.56840595307E+01   0.40811968321E+01
 84.63   0.57907811879E-09   0.56967683203E+01   0.40715025971E+01
 84.66   0.57248428220E-09   0.57097357159E+01   0.40625580547E+01
 84.69   0.56543569826E-09   0.57229570321E+01   0.40543686122E+01
 84.72   0.55798921039E-09   0.57364273940E+01   0.40469399924E+01
 84.75   0.55020166201E-09   0.57501417371E+01   0.40402782372E+01
 84.78   0.54195936627E-09   0.57640948076E+01   0.40343897096E+01
 84.81   0.53343285344E-09   0.57782811632E+01   0.40292810951E+01
 84.84   0.52450843668E-09   0.57926951741E+01   0.40249594017E+01
 84.87   0.51524295941E-09   0.58073310244E+01   0.40214319586E+01
 84.90   0.50563642162E-09   0.58221827146E+01   0.40187064145E+01
 84.93   0.49574566674E-09   0.58372440633E+01   0.40167907340E+01
 84.96   0.48557069476E-09   0.58525087107E+01   0.40156931940E+01
 84.99   0.47511150569E-09   0.58679701216E+01   0.40154223775E+01
 85.02   0.46436809953E-09   0.58836215893E+01   0.40159871683E+01
 85.05   0.45334047627E-09   0.58994562397E+01   0.40173967427E+01
 85.08   0.44208547934E-09   0.59154670360E+01   0.40196605611E+01
 85.11   0.43065995214E-09   0.59316467839E+01   0.40227883583E+01
 85.14   0.41895020786E-09   0.59479881372E+01   0.40267901324E+01
 85.17   0.40706993332E-09   0.59644836036E+01   0.40316761324E+01
 85.20   0.39496228510E-09   0.59811255510E+01   0.40374568444E+01
 85.23   0.38274095004E-09   0.59979062147E+01   0.40441429765E+01
 85.26   0.37029224131E-09   0.60148177040E+01   0.40517454421E+01
 85.29   0.35772984575E-09   0.60318520102E+01   0.40602753418E+01
 85.32   0.34505376334E-09   0.60490010143E+01   0.40697439429E+01
 85.35   0.33226399410E-09   0.60662564949E+01   0.40801626580E+01
 85.38   0.31930369460E-09   0.60836101374E+01   0.40915430205E+01
 85.41   0.30628655168E-09   0.61010535420E+01   0.41038966595E+01
 85.44   0.29321256534E-09   0.61185782333E+01   0.41172352708E+01
 85.47   0.28002489216E-09   0.61361756691E+01   0.41315705870E+01
 85.50   0.26683721899E-09   0.61538372501E+01   0.41469143439E+01
 85.53   0.25359270239E-09   0.61715543294E+01   0.41632782449E+01
 85.56   0.24029134238E-09   0.61893182223E+01   0.41806739225E+01
 85.59   0.22698998237E-09   0.62071202160E+01   0.41991128965E+01
 85.62   0.21368862235E-09   0.62249515794E+01   0.42186065293E+01
 85.65   0.20038726234E-09   0.62428035732E+01   0.42391659777E+01
 85.68   0.18708590233E-09   0.62606674597E+01   0.42608021415E+01
 85.71   0.17384138573E-09   0.62785345127E+01   0.42835256079E+01
 85.74   0.16059686914E-09   0.13210719949E-01   0.43073465930E+01
 85.77   0.14746603938E-09   0.31058021655E-01   0.43322748789E+01
 85.80   0.13439205304E-09   0.48882477007E-01   0.43583197467E+01
 85.83   0.12137491012E-09   0.66675502170E-01   0.43854899062E+01
 85.86   0.10841461062E-09   0.84428572301E-01   0.44137934208E+01
 85.89   0.95567997960E-10   0.10213323048E+00   0.44432376293E+01
 85.92   0.82891915554E-10   0.11978109642E+00   0.44738290626E+01
 85.95   0.70272676567E-10   0.13736387479E+00   0.45055733577E+01
 85.98   0.57767124417E-10   0.15487336339E+00   0.45384751676E+01
 86.01   0.45432102525E-10   0.17230146083E+00   0.45725380673E+01
 86.04   0.33210767469E-10   0.18964017394E+00   0.46077644583E+01
 86.07   0.21159962671E-10   0.20688162479E+00   0.46441554682E+01
 86.10   0.92796881290E-11   0.22401805730E+00   0.46817108503E+01
 86.13   0.62831853072E+01   0.24104184346E+00   0.47204288806E+01
 86.16   0.62831853072E+01   0.25794548911E+00   0.47603062537E+01
 86.19   0.62831853072E+01   0.27472163929E+00   0.48013379794E+01
 86.22   0.62831853071E+01   0.29136308315E+00   0.48435172803E+01
 86.25   0.62831853071E+01   0.30786275842E+00   0.48868354900E+01
 86.28   0.62831853071E+01   0.32421375538E+00   0.49312819561E+01
 86.31   0.62831853071E+01   0.34040932044E+00   0.49768439466E+01
 86.34   0.62831853071E+01   0.35644285922E+00   0.50235065617E+01
 86.37   0.62831853071E+01   0.37230793915E+00   0.50712526532E+01
 86.40   0.62831853071E+01   0.38799829168E+00   0.51200627524E+01
 86.43   0.62831853071E+01   0.40350781401E+00   0.51699150076E+01
 86.46   0.62831853071E+01   0.41883057036E+00   0.52207851339E+01
 86.49   0.62831853071E+01   0.43396079285E+00   0.52726463755E+01
 86.52   0.62831853070E+01   0.44889288193E+00   0.53254694832E+01
 86.55   0.62831853070E+01   0.46362140645E+00   0.53792227077E+01
 86.58   0.62831853070E+01   0.47814110326E+00   0.54338718105E+01
 86.61   0.62831853070E+01   0.49244687650E+00   0.54893800935E+01
 86.64   0.62831853070E+01   0.50653379651E+00   0.55457084483E+01
 86.67   0.62831853070E+01   0.52039709839E+00   0.56028154260E+01
 86.70   0.62831853070E+01   0.53403218025E+00   0.56606573277E+01
 86.73   0.62831853070E+01   0.54743460111E+00   0.57191883169E+01
 86.76   0.62831853070E+01   0.56060007859E+00   0.57783605525E+01
 86.79   0.62831853070E+01   0.57352448626E+00   0.58381243431E+01
 86.82   0.62831853070E+01   0.58620385080E+00   0.58984283208E+01
 86.85   0.62831853070E+01   0.59863434890E+00   0.59592196348E+01
 86.88   0.62831853070E+01   0.61081230400E+00   0.60204441614E+01
 86.91   0.62831853070E+01   0.62273418278E+00   0.60820467305E+01
 86.94   0.62831853069E+01   0.63439659157E+00   0.61439713652E+01
 86.97   0.62831853069E+01   0.64579627254E+00   0.62061615325E+01
 87.00   0.62831853069E+01   0.65693009991E+00   0.62685604025E+01
 87.03   0.62831853069E+01   0.66779507585E+00   0.47925806479E-01
 87.06   0.62831853069E+01   0.67838832654E+00   0.11057173215E+00
 87.09   0.62831853069E+01   0.68870709800E+00   0.17325674816E+00
 87.12   0.62831853069E+01   0.69874875195E+00   0.23592549592E+00
 87.15   0.62831853069E+01   0.70851076171E+00   0.29852363924E+00
 87.18   0.62831853069E+01   0.71799070794E+00   0.36099811173E+00
 87.21   0.62831853069E+01   0.72718627464E+00   0.42329735205E+00
 87.24   0.62831853069E+01   0.73609524491E+00   0.48537152447E+00
 87.27   0.62831853069E+01   0.74471549704E+00   0.54717272273E+00
 87.30   0.62831853069E+01   0.75304500043E+00   0.60865515510E+00
 87.33   0.62831853069E+01   0.76108181177E+00   0.66977530938E+00
 87.36   0.62831853069E+01   0.76882407124E+00   0.73049209635E+00
 87.39   0.62831853069E+01   0.77626999880E+00   0.79076697126E+00
 87.42   0.62831853069E+01   0.78341789070E+00   0.85056403254E+00
 87.45   0.62831853069E+01   0.79026611603E+00   0.90985009803E+00
 87.48   0.62831853069E+01   0.79681311347E+00   0.96859475875E+00
 87.51   0.62831853069E+01   0.80305738819E+00   0.10267704109E+01
 87.54   0.62831853069E+01   0.80899750895E+00   0.10843522668E+01
 87.57   0.62831853069E+01   0.81463210528E+00   0.11413183465E+01
 87.60   0.62831853069E+01   0.81995986501E+00   0.11976494498E+01
 87.63   0.62831853069E+01   0.82497953183E+00   0.12533291124E+01
 87.66   0.62831853069E+01   0.82968990316E+00   0.13083435460E+01
 87.69   0.62831853069E+01   0.83408982819E+00   0.13626815641E+01
 87.72   0.62831853069E+01   0.83817820610E+00   0.14163344965E+01
 87.75   0.62831853069E+01   0.84195398461E+00   0.14692960929E+01
 87.78   0.62831853069E+01   0.84541615860E+00   0.15215624177E+01
 87.81   0.62831853069E+01   0.84856376907E+00   0.15731317381E+01
 87.84   0.62831853069E+01   0.85139590229E+00   0.16240044063E+01
 87.87   0.62831853069E+01   0.85391168916E+00   0.16741827378E+01
 87.90   0.62831853069E+01   0.85611030486E+00   0.17236708871E+01
 87.93   0.62831853069E+01   0.85799096865E+00   0.17724747220E+01
 87.96   0.62831853069E+01   0.85955294399E+00   0.18206016978E+01
 87.99   0.62831853069E+01   0.86079553883E+00   0.18680607321E+01
 88.02   0.62831853069E+01   0.86171810617E+00   0.19148620817E+01
 88.05   0.62831853069E+01   0.86232004482E+00   0.19610172215E+01
 88.08   0.62831853069E+01   0.86260080040E+00   0.20065387271E+01
 88.11   0.62831853070E+01   0.86255986661E+00   0.20514401613E+01
 88.14   0.62831853070E+01   0.86219678664E+00   0.20957359638E+01
 88.17   0.62831853070E+01   0.86151115487E+00   0.21394413472E+01
 88.20   0.62831853070E+01   0.86050261874E+00   0.21825721961E+01
 88.23   0.62831853070E+01   0.85917088087E+00   0.22251449724E+01
 88.26   0.62831853070E+01   0.85751570136E+00   0.22671766254E+01
 88.29   0.62831853070E+01   0.85553690030E+00   0.23086845071E+01
 88.32   0.62831853070E+01   0.85323436046E+00   0.23496862928E+01
 88.35   0.62831853070E+01   0.85060803017E+00   0.23901999068E+01
 88.38   0.62831853070E+01   0.84765792641E+00   0.24302434532E+01
 88.41   0.62831853070E+01   0.84438413804E+00   0.24698351512E+01
 88.44   0.62831853070E+01   0.84078682915E+00   0.25089932762E+01
 88.47   0.62831853070E+01   0.83686624270E+00   0.25477361042E+01
 88.50   0.62831853070E+01   0.83262270412E+00   0.25860818615E+01
 88.53   0.62831853070E+01   0.82805662522E+00   0.26240486782E+01
 88.56   0.62831853070E+01   0.82316850806E+00   0.26616545453E+01
 88.59   0.62831853070E+01   0.81795894909E+00   0.26989172761E+01
 88.62   0.62831853070E+01   0.81242864323E+00   0.27358544707E+01
 88.65   0.62831853070E+01   0.80657838816E+00   0.27724834835E+01
 88.68   0.62831853071E+01   0.80040908862E+00   0.28088213943E+01
 88.71   0.62831853071E+01   0.79392176078E+00   0.28448849811E+01
 88.74   0.62831853071E+01   0.78711753667E+00   0.28806906969E+01
 88.77   0.62831853071E+01   0.77999766858E+00   0.29162546469E+01
 88.80   0.62831853071E+01   0.77256353357E+00   0.29515925695E+01
 88.83   0.62831853071E+01   0.76481663788E+00   0.29867198181E+01
 88.86   0.62831853071E+01   0.75675862139E+00   0.30216513450E+01
 88.89   0.62831853071E+01   0.74839126200E+00   0.30564016865E+01
 88.92   0.62831853071E+01   0.73971647996E+00   0.30909849497E+01
 88.95   0.62831853071E+01   0.73073634216E+00   0.31254148001E+01
 88.98   0.62831853071E+01   0.72145306628E+00   0.31597044502E+01
 89.01   0.62831853071E+01   0.71186902487E+00   0.31938666491E+01
 89.04   0.62831853071E+01   0.70198674928E+00   0.32279136727E+01
 89.07   0.62831853071E+01   0.69180893344E+00   0.32618573146E+01
 89.10   0.62831853071E+01   0.68133843749E+00   0.32957088772E+01
 89.13   0.62831853071E+01   0.67057829118E+00   0.33294791636E+01
 89.16   0.62831853071E+01   0.65953169715E+00   0.33631784691E+01
 89.19   0.62831853071E+01   0.64820203386E+00   0.33968165739E+01
 89.22   0.62831853072E+01   0.63659285841E+00   0.34304027348E+01
 89.25   0.62831853072E+01   0.62470790895E+00   0.34639456776E+01
 89.28   0.62831853072E+01   0.61255110695E+00   0.34974535897E+01
 89.31   0.62831853072E+01   0.60012655907E+00   0.35309341122E+01
 89.34   0.62831853072E+01   0.58743855873E+00   0.35643943319E+01
 89.37   0.22879476091E-11   0.57449158740E+00   0.35978407738E+01
 89.40   0.74038553066E-11   0.56129031544E+00   0.36312793927E+01
 89.43   0.12406076166E-10   0.54783960266E+00   0.36647155658E+01
 89.46   0.17294610188E-10   0.53414449844E+00   0.36981540837E+01
 89.49   0.22126300792E-10   0.52021024150E+00   0.37315991428E+01
 89.52   0.26901147976E-10   0.50604225919E+00   0.37650543369E+01
 89.55   0.31562308322E-10   0.49164616647E+00   0.37985226486E+01
 89.58   0.36109781831E-10   0.47702776436E+00   0.38320064415E+01
 89.61   0.40543568502E-10   0.46219303799E+00   0.38655074515E+01
 89.64   0.44863668336E-10   0.44714815424E+00   0.38990267792E+01
 89.67   0.49126924750E-10   0.43189945886E+00   0.39325648816E+01
 89.70   0.53276494327E-10   0.41645347322E+00   0.39661215650E+01
 89.73   0.57255533648E-10   0.40081689057E+00   0.39996959774E+01
 89.76   0.61177729549E-10   0.38499657181E+00   0.40332866018E+01
 89.79   0.64986238613E-10   0.36899954092E+00   0.40668912504E+01
 89.82   0.68681060839E-10   0.35283297982E+00   0.41005070581E+01
 89.85   0.72205352808E-10   0.33650422292E+00   0.41341304788E+01
 89.88   0.75672801358E-10   0.32002075112E+00   0.41677572805E+01
 89.91   0.79026563071E-10   0.30339018554E+00   0.42013825427E+01
 89.94   0.82209794527E-10   0.28662028070E+00   0.42350006546E+01
 89.97   0.85279339146E-10   0.26971891743E+00   0.42686053141E+01
 90.00   0.88235196927E-10   0.25269409535E+00   0.43021895284E+01
 90.03   0.91077367870E-10   0.23555392505E+00   0.43357456163E+01
 90.06   0.93805851975E-10   0.21830661990E+00   0.43692652115E+01
 90.09   0.96363805824E-10   0.20096048757E+00   0.44027392678E+01
 90.12   0.98864916254E-10   0.18352392131E+00   0.44361580662E+01
 90.15   0.10119549643E-09   0.16600539093E+00   0.44695112237E+01
 90.18   0.10341238976E-09   0.14841343359E+00   0.45027877040E+01
 90.21   0.10545875284E-09   0.13075664437E+00   0.45359758302E+01
 90.24   0.10744827250E-09   0.11304366671E+00   0.45690632996E+01
 90.27   0.10926726191E-09   0.95283182731E-01   0.46020372009E+01
 90.30   0.11097256447E-09   0.77483903366E-01   0.46348840335E+01
 90.33   0.11256418020E-09   0.59654558551E-01   0.46675897284E+01
 90.36   0.11398526567E-09   0.41803887305E-01   0.47001396726E+01
 90.39   0.11534950772E-09   0.23940627834E-01   0.47325187342E+01
 90.42   0.11654321952E-09   0.60735076718E-02   0.47647112914E+01
 90.45   0.11762324448E-09   0.62713965411E+01   0.47967012623E+01
 90.48   0.11858958260E-09   0.62535477906E+01   0.48284721376E+01
 90.51   0.11938539046E-09   0.62357212007E+01   0.48600070153E+01
 90.54   0.12012435491E-09   0.62179253594E+01   0.48912886372E+01
 90.57   0.12074963252E-09   0.62001687967E+01   0.49222994277E+01
 90.60   0.12120437987E-09   0.61824599752E+01   0.49530215338E+01
 90.63   0.12160228380E-09   0.61648072816E+01   0.49834368674E+01
 90.66   0.12182965747E-09   0.61472190183E+01   0.50135271487E+01
 90.69   0.12200018773E-09   0.61297033952E+01   0.50432739512E+01
 90.72   0.12200018773E-09   0.61122685220E+01   0.50726587478E+01
 90.75   0.12194334431E-09   0.60949224007E+01   0.51016629579E+01
 90.78   0.12171597064E-09   0.60776729187E+01   0.51302679951E+01
 90.81   0.12143175354E-09   0.60605278421E+01   0.51584553162E+01
 90.84   0.12103384961E-09   0.60434948091E+01   0.51862064695E+01
 90.87   0.12052225884E-09   0.60265813250E+01   0.52135031448E+01
 90.90   0.11989698123E-09   0.60097947558E+01   0.52403272216E+01
 90.93   0.11921486021E-09   0.59931423242E+01   0.52666608187E+01
 90.96   0.11841905234E-09   0.59766311043E+01   0.52924863422E+01
 90.99   0.11750955764E-09   0.59602680181E+01   0.53177865337E+01
 91.02   0.11654321952E-09   0.59440598318E+01   0.53425445169E+01
 91.05   0.11546319456E-09   0.59280131526E+01   0.53667438439E+01
 91.08   0.11426948276E-09   0.59121344259E+01   0.53903685396E+01
 91.11   0.11301892755E-09   0.58964299335E+01   0.54134031451E+01
 91.14   0.11171152892E-09   0.58809057915E+01   0.54358327597E+01
 91.17   0.11029044344E-09   0.58655679489E+01   0.54576430806E+01
 91.20   0.10875567114E-09   0.58504221870E+01   0.54788204412E+01
 91.23   0.10722089883E-09   0.58354741188E+01   0.54993518475E+01
 91.26   0.10557243968E-09   0.58207291888E+01   0.55192250121E+01
 91.29   0.10386713711E-09   0.58061926735E+01   0.55384283863E+01
 91.32   0.10204814771E-09   0.57918696821E+01   0.55569511898E+01
 91.35   0.10022915831E-09   0.57777651575E+01   0.55747834381E+01
 91.38   0.98296482065E-10   0.57638838775E+01   0.55919159677E+01
 91.41   0.96363805824E-10   0.57502304570E+01   0.56083404587E+01
 91.44   0.94317442745E-10   0.57368093497E+01   0.56240494554E+01
 91.47   0.92271079666E-10   0.57236248506E+01   0.56390363838E+01
 91.50   0.90111029749E-10   0.57106810982E+01   0.56532955674E+01
 91.53   0.87950979832E-10   0.56979820782E+01   0.56668222402E+01
 91.56   0.85734086497E-10   0.56855316255E+01   0.56796125574E+01
 91.59   0.83460349742E-10   0.56733334284E+01   0.56916636042E+01
 91.62   0.81129769569E-10   0.56613910314E+01   0.57029734013E+01
 91.65   0.78799189396E-10   0.56497078392E+01   0.57135409095E+01
 91.68   0.76411765804E-10   0.56382871202E+01   0.57233660310E+01
 91.71   0.73967498793E-10   0.56271320107E+01   0.57324496094E+01
 91.74   0.71523231782E-10   0.56162455185E+01   0.57407934269E+01
 91.77   0.69022121352E-10   0.56056305271E+01   0.57484002007E+01
 91.80   0.66521010922E-10   0.55952897999E+01   0.57552735758E+01
 91.83   0.64019900492E-10   0.55852259843E+01   0.57614181178E+01
 91.86   0.61461946643E-10   0.55754416157E+01   0.57668393028E+01
 91.89   0.58903992795E-10   0.55659391218E+01   0.57715435059E+01
 91.92   0.56346038946E-10   0.55567208267E+01   0.57755379882E+01
 91.95   0.53731241678E-10   0.55477889549E+01   0.57788308824E+01
 91.98   0.51173287829E-10   0.55391456358E+01   0.57814311770E+01
 92.01   0.48558490562E-10   0.55307929070E+01   0.57833486984E+01
 92.04   0.45943693294E-10   0.55227327186E+01   0.57845940932E+01
 92.07   0.43328896027E-10   0.55149669369E+01   0.57851788075E+01
 92.10   0.40714098759E-10   0.55074973482E+01   0.57851150668E+01
 92.13   0.38099301491E-10   0.55003256622E+01   0.57844158535E+01
 92.16   0.35541347643E-10   0.54934535155E+01   0.57830948842E+01
 92.19   0.32926550375E-10   0.54868824748E+01   0.57811665858E+01
 92.22   0.30311753108E-10   0.54806140402E+01   0.57786460707E+01
 92.25   0.27753799259E-10   0.54746496478E+01   0.57755491114E+01
 92.28   0.25195845410E-10   0.54689906729E+01   0.57718921140E+01
 92.31   0.22637891561E-10   0.54636384322E+01   0.57676920918E+01
 92.34   0.20136781131E-10   0.54585941864E+01   0.57629666375E+01
 92.37   0.17635670702E-10   0.54538591421E+01   0.57577338952E+01
 92.40   0.15134560272E-10   0.54494344545E+01   0.57520125322E+01
 92.43   0.12633449842E-10   0.54453212280E+01   0.57458217100E+01
 92.46   0.10246026250E-10   0.54415205189E+01   0.57391810551E+01
 92.49   0.78017592386E-11   0.54380333360E+01   0.57321106301E+01
 92.52   0.54143356465E-11   0.54348606419E+01   0.57246309033E+01
 92.55   0.30837554732E-11   0.54320033540E+01   0.57167627199E+01
 92.58   0.75317529991E-12   0.54294623448E+01   0.57085272715E+01
 92.61   0.62831853072E+01   0.54272384427E+01   0.56999460668E+01
 92.64   0.62831853072E+01   0.54253324319E+01   0.56910409019E+01
 92.67   0.62831853072E+01   0.54237450526E+01   0.56818338306E+01
 92.70   0.62831853072E+01   0.54224770003E+01   0.56723471354E+01
 92.73   0.62831853072E+01   0.54215289257E+01   0.56626032983E+01
 92.76   0.62831853072E+01   0.54209014336E+01   0.56526249719E+01
 92.79   0.62831853072E+01   0.54205950821E+01   0.56424349518E+01
 92.82   0.62831853072E+01   0.54206103815E+01   0.56320561480E+01
 92.85   0.62831853072E+01   0.54209477926E+01   0.56215115582E+01
 92.88   0.62831853072E+01   0.54216077250E+01   0.56108242408E+01
 92.91   0.62831853072E+01   0.54225905358E+01   0.56000172888E+01
 92.94   0.62831853072E+01   0.54238965267E+01   0.55891138047E+01
 92.97   0.62831853072E+01   0.54255259422E+01   0.55781368754E+01
 93.00   0.62831853072E+01   0.54274789673E+01   0.55671095486E+01
 93.03   0.62831853072E+01   0.54297557242E+01   0.55560548093E+01
 93.06   0.62831853071E+01   0.54323562699E+01   0.55449955581E+01
 93.09   0.62831853071E+01   0.54352805929E+01   0.55339545891E+01
 93.12   0.62831853071E+01   0.54385286104E+01   0.55229545698E+01
 93.15   0.62831853071E+01   0.54421001643E+01   0.55120180213E+01
 93.18   0.62831853071E+01   0.54459950181E+01   0.55011672995E+01
 93.21   0.62831853071E+01   0.54502128531E+01   0.54904245774E+01
 93.24   0.62831853071E+01   0.54547532644E+01   0.54798118281E+01
 93.27   0.62831853071E+01   0.54596157574E+01   0.54693508087E+01
 93.30   0.62831853071E+01   0.54647997432E+01   0.54590630454E+01
